,subgenre_level,class1,class2,data_repetition,idno,y_true,y_0,y_1,y_2,y_3,y_4,y_5,y_6,y_7,y_8,y_9
1281,subgenre-theme,novela histórica,other,9,nh0143,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica
1282,subgenre-theme,novela histórica,other,9,nh0146,other,other,other,other,other,other,other,other,other,other,other
1283,subgenre-theme,novela histórica,other,9,nh0149,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica
1284,subgenre-theme,novela histórica,other,9,nh0150,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,other,novela histórica,novela histórica,novela histórica
1285,subgenre-theme,novela histórica,other,9,nh0152,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica
1286,subgenre-theme,novela histórica,other,9,nh0153,other,other,other,other,other,other,other,other,other,other,other
1287,subgenre-theme,novela histórica,other,9,nh0156,other,other,other,other,other,other,other,other,other,other,other
1288,subgenre-theme,novela histórica,other,9,nh0158,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica
1289,subgenre-theme,novela histórica,other,9,nh0159,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica
1290,subgenre-theme,novela histórica,other,9,nh0160,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica
1291,subgenre-theme,novela histórica,other,9,nh0161,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica
1292,subgenre-theme,novela histórica,other,9,nh0162,other,other,other,other,other,other,other,other,other,other,other
1293,subgenre-theme,novela histórica,other,9,nh0165,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica
1294,subgenre-theme,novela histórica,other,9,nh0166,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica
1295,subgenre-theme,novela histórica,other,9,nh0168,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica
1296,subgenre-theme,novela histórica,other,9,nh0169,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,other,novela histórica,novela histórica
1297,subgenre-theme,novela histórica,other,9,nh0174,other,other,other,other,other,other,other,other,other,other,other
1298,subgenre-theme,novela histórica,other,9,nh0176,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica
1299,subgenre-theme,novela histórica,other,9,nh0177,other,other,other,other,other,other,other,other,other,other,other
1300,subgenre-theme,novela histórica,other,9,nh0178,other,other,other,other,other,other,other,other,other,other,other
1301,subgenre-theme,novela histórica,other,9,nh0179,other,other,other,other,other,other,other,other,other,other,other
1302,subgenre-theme,novela histórica,other,9,nh0180,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica
1303,subgenre-theme,novela histórica,other,9,nh0181,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica
1304,subgenre-theme,novela histórica,other,9,nh0182,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,other,novela histórica
1305,subgenre-theme,novela histórica,other,9,nh0183,other,other,other,other,other,other,other,other,other,other,other
1306,subgenre-theme,novela histórica,other,9,nh0184,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica
1307,subgenre-theme,novela histórica,other,9,nh0185,other,other,other,other,other,other,other,other,other,other,other
1308,subgenre-theme,novela histórica,other,9,nh0192,other,other,other,other,other,other,other,other,other,other,other
1309,subgenre-theme,novela histórica,other,9,nh0196,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica
1310,subgenre-theme,novela histórica,other,9,nh0197,other,other,other,other,other,other,other,other,other,other,other
1311,subgenre-theme,novela histórica,other,9,nh0198,other,other,other,other,other,other,other,other,other,other,other
1312,subgenre-theme,novela histórica,other,9,nh0203,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica
1313,subgenre-theme,novela histórica,other,9,nh0207,other,other,other,other,other,other,other,other,other,other,other
1314,subgenre-theme,novela histórica,other,9,nh0208,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica
1315,subgenre-theme,novela histórica,other,9,nh0210,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica
1316,subgenre-theme,novela histórica,other,9,nh0211,other,other,other,other,other,other,other,other,other,other,other
1317,subgenre-theme,novela histórica,other,9,nh0212,other,other,other,other,other,other,other,other,other,other,other
1318,subgenre-theme,novela histórica,other,9,nh0213,other,other,other,other,other,other,other,other,other,other,other
1319,subgenre-theme,novela histórica,other,9,nh0217,other,other,other,other,other,other,other,other,other,other,other
1320,subgenre-theme,novela histórica,other,9,nh0219,other,other,other,other,other,other,other,other,other,novela histórica,other
1321,subgenre-theme,novela histórica,other,9,nh0222,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,other,novela histórica
1322,subgenre-theme,novela histórica,other,9,nh0223,other,other,other,other,other,other,other,other,other,other,other
1323,subgenre-theme,novela histórica,other,9,nh0224,other,other,other,other,other,other,other,other,other,novela histórica,other
1324,subgenre-theme,novela histórica,other,9,nh0226,other,other,other,other,other,other,other,other,other,novela histórica,other
1325,subgenre-theme,novela histórica,other,9,nh0227,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica
